name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Egg Curry (अण्डा करी)","Vegetables",100,130,"4 pieces",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Traditional egg curry.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""4 pieces"",""price"":100,""stock"":50},{""weight"":""2 pieces"",""price"":190,""stock"":50}]"
"Masala Egg Curry (मसाला अण्डा करी)","Vegetables",120,156,"Full",100,"https://images.unsplash.com/photo-1540420773420-3366772f4999?auto=format&fit=crop&w=600&q=80","Spicy masala egg curry.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""Full"",""price"":120,""stock"":50},{""weight"":""Half"",""price"":120,""stock"":50}]"
"Exotic Fruit Salad (एग्जोटिक फ्रूट सलाद)","Vegetables",249,324,"250g",100,"https://SubziQuick Express Harvest.in/assets/exotic_fruit_salad-CDwzoBiN.png","Grape fruit, kiwi, Mango & Berries","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":75,""stock"":40},{""weight"":""500g"",""price"":137,""stock"":50},{""weight"":""1 kg"",""price"":249,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":473,""stock"":40}]"
"Lean Protein Bowl (लीन प्रोटीन बाउल)","Vegetables",329,428,"250g",100,"https://SubziQuick Express Harvest.in/assets/lean_protein_bowl-Da-K5Oba.png","Grilled Chicken, Broccoli & Quinoa","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":99,""stock"":40},{""weight"":""500g"",""price"":181,""stock"":50},{""weight"":""1 kg"",""price"":329,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":625,""stock"":40}]"
"Detox Juice Pack (डिटॉक्स जूस पैक)","Vegetables",199,259,"250g",100,"https://SubziQuick Express Harvest.in/assets/detox_juice_pack-BZIe_h_a.png","Set of 3 Cold-pressed juices","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":60,""stock"":40},{""weight"":""500g"",""price"":109,""stock"":50},{""weight"":""1 kg"",""price"":199,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":378,""stock"":40}]"
"Avocado Morning (एवोकैडो मॉर्निंग)","Vegetables",289,376,"250g",100,"https://SubziQuick Express Harvest.in/assets/avocado_morning-CasiZ50J.png","Sour Dough, Salmon & Poached Egg","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":87,""stock"":40},{""weight"":""500g"",""price"":159,""stock"":50},{""weight"":""1 kg"",""price"":289,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":549,""stock"":40}]"
"Budget Potato (Aalu) (बजट आलू)","Vegetables",16,23,"250g",100,"https://SubziQuick Express Harvest.in/assets/potato-DfwNLs65.webp","Daily use potatoes with slight size variation. Still great for curries, fries, and daily dishes.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":15,""stock"":50},{""weight"":""1 kg"",""price"":16,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":30,""stock"":40}]"
"Budget Onion (Pyaz) (बजट प्याज़)","Vegetables",20,27,"250g",100,"https://SubziQuick Express Harvest.in/assets/onion-B0HHN2uv.webp","Standard Nashik onions. Slight size variance but perfect for daily cooking, gravy, and salads.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":15,""stock"":50},{""weight"":""1 kg"",""price"":20,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":38,""stock"":40}]"
"Budget Tomato (बजट टमाटर)","Vegetables",19,27,"250g",100,"https://SubziQuick Express Harvest.in/assets/tomato-Dbk6DB12.webp","Fresh local tomatoes. May contain slight shape differences but juicy and perfectly suitable for daily curries.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":40},{""weight"":""500g"",""price"":15,""stock"":50},{""weight"":""1 kg"",""price"":19,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":36,""stock"":40}]"
"Budget Banana (बजट केला)","Vegetables",28,40,"12 pcs",100,"https://SubziQuick Express Harvest.in/assets/banana-DVDXiriU.webp","Standard sweet bananas. Rich in potassium, ideal for milkshakes and daily consumption.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""12 pcs"",""price"":28,""stock"":50}]"
"Budget Red Apple (बजट सेब)","Vegetables",99,150,"250g",100,"https://SubziQuick Express Harvest.in/assets/RedApple_Poster-Ojv_2RV7.webp","Crunchy daily-health apples. Healthy and rich in fiber, with minor skin spots.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":30,""stock"":40},{""weight"":""500g"",""price"":54,""stock"":50},{""weight"":""1 kg"",""price"":99,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":188,""stock"":40}]"
"Budget Papaya (बजट पपीता)","Vegetables",45,60,"250g",100,"https://SubziQuick Express Harvest.in/assets/papaya-DJSe0-Wf.webp","Daily fresh standard papayas, sweet and healthy for digestion.","Local Bhopal Farms (Sourced from Sehore, Raisen & Direct Kisan Contract Farms)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":14,""stock"":40},{""weight"":""500g"",""price"":25,""stock"":50},{""weight"":""1 kg"",""price"":45,""stock"":60},{""weight"":""2 kg (Saver Pack)"",""price"":86,""stock"":40}]"
